Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD
Wail of the Forgotten,UB,R,6724,3.97,1360,5.11,3326,42.60%,53.30%,529,52.90%,931,58.40%,1460,56.40%,1815,50.50%,5.9pp
The Skullspore Nexus,G,M,1240,1.55,684,1.47,3237,80.30%,56.90%,531,61.40%,840,59.40%,1371,60.20%,1858,54.40%,5.8pp
Restless Vents,,R,5175,2.99,1324,3.49,3454,46.00%,52.40%,634,56.80%,865,54.80%,1499,55.60%,1948,49.80%,5.8pp
Stalactite Stalker,B,R,3139,1.91,1438,1.89,6782,81.70%,53.90%,1249,60.30%,1695,54.70%,2944,57.10%,3824,51.40%,5.7pp
The Mycotyrant,BG,M,1620,2,601,1.93,2055,61.80%,49.80%,331,,531,54.00%,862,53.10%,1175,47.40%,5.7pp
"Malcolm, Alluring Scoundrel",U,R,2686,1.64,1870,1.59,10056,89.00%,58.30%,1805,65.80%,2658,58.40%,4463,61.40%,5423,55.80%,5.7pp
Amalia Benavides Aguirre,WB,R,5353,3.28,1171,3.83,2991,45.30%,51.70%,534,54.70%,745,55.00%,1279,54.90%,1709,49.30%,5.6pp
Hulking Raptor,G,R,2568,1.54,1280,1.51,6096,81.20%,55.80%,1016,61.00%,1519,57.70%,2535,59.10%,3534,53.50%,5.6pp
"Itzquinth, Firstborn of Gishath",RG,U,18366,3.56,4496,4.05,19846,73.60%,58.20%,3486,60.90%,4760,61.60%,8246,61.30%,11475,55.70%,5.6pp
Restless Anchorage,,R,4637,2.58,1865,2.72,7633,69.00%,58.10%,1411,61.10%,1902,61.30%,3313,61.20%,4284,55.70%,5.5pp
Corpses of the Lost,B,R,3423,2.13,1618,2.1,7454,79.50%,53.50%,1318,57.10%,1937,55.90%,3255,56.40%,4150,51.00%,5.4pp
Sinuous Benthisaur,U,U,33094,6.83,4766,9.33,7683,27.90%,52.20%,1197,49.50%,2070,58.20%,3267,55.00%,4255,49.60%,5.4pp
Jadelight Spelunker,G,R,2838,1.75,1461,1.69,6971,81.40%,55.60%,1247,57.30%,1695,59.60%,2942,58.60%,3961,53.20%,5.4pp
Spring-Loaded Sawblades,W,U,17881,2.66,7324,3.02,38986,88.60%,58.00%,6765,60.30%,9724,61.20%,16489,60.80%,22163,55.70%,5.1pp
Cosmium Confluence,G,R,5947,3.58,1123,4.18,3290,49.80%,53.50%,551,52.10%,852,58.90%,1403,56.20%,1869,51.30%,5.0pp
Restless Ridgeline,,R,4242,2.57,1291,2.79,4802,62.10%,57.40%,884,62.10%,1112,58.50%,1996,60.10%,2784,55.20%,4.9pp
"Kellan, Daring Traveler",WG,R,3225,1.98,1832,1.89,9309,84.60%,57.60%,1724,63.50%,2173,57.70%,3897,60.30%,5381,55.50%,4.7pp
"Akawalli, the Seething Tower",BG,U,22452,4.4,3566,5.65,12305,60.40%,52.00%,2086,53.40%,3121,55.50%,5207,54.60%,7011,50.00%,4.7pp
Bitter Triumph,B,U,14137,2.58,4622,2.95,23032,85.60%,53.90%,3971,53.80%,6164,58.20%,10135,56.40%,12793,51.80%,4.6pp
Restless Prairie,,R,5044,2.89,1340,3.26,4012,52.20%,54.30%,725,56.30%,1003,57.40%,1728,56.90%,2270,52.40%,4.6pp
Clay-Fired Bricks,W,U,22423,3.34,8089,3.75,41622,84.80%,58.40%,7512,59.90%,10313,61.40%,17825,60.80%,23371,56.30%,4.5pp
"Gishath, Sun's Avatar",WRG,M,1739,2.11,474,2.14,1474,55.70%,50.60%,224,,363,,587,53.00%,866,48.50%,4.5pp
Bloodletter of Aclazotz,B,M,1303,1.54,677,1.48,2880,72.90%,53.40%,490,,737,59.00%,1227,55.70%,1637,51.40%,4.4pp
Ruin-Lurker Bat,W,U,19724,3.58,6704,4.08,34933,85.80%,58.70%,6209,64.30%,7975,58.90%,14184,61.30%,20690,57.00%,4.3pp
Tithing Blade,B,C,65254,4.91,10146,6.71,43040,73.10%,54.20%,7644,55.20%,11268,57.50%,18912,56.60%,23840,52.20%,4.3pp
Molten Collapse,BR,R,4535,2.85,1319,3.02,4187,55.60%,52.10%,712,49.40%,1048,58.00%,1760,54.50%,2412,50.20%,4.3pp
Cavernous Maw,,U,33191,6.56,3642,9.62,7164,34.00%,51.40%,1204,52.20%,1944,54.70%,3148,53.70%,3953,49.50%,4.3pp
"Uchbenbak, the Great Mistake",UB,U,26336,5.12,4065,6.98,12263,52.30%,52.40%,2001,53.40%,3302,55.40%,5303,54.60%,6868,50.30%,4.3pp
Join the Dead,B,C,44708,3.17,11930,3.82,59514,87.20%,53.20%,9982,52.80%,15852,57.20%,25834,55.50%,33353,51.30%,4.3pp
Roaming Throne,,R,2261,1.31,1687,1.3,9635,96.50%,56.10%,1635,57.70%,2417,58.80%,4052,58.30%,5474,54.30%,4.1pp
Gargantuan Leech,B,U,31050,6.32,3704,8.92,7227,33.90%,50.60%,1183,48.20%,1840,55.80%,3023,52.80%,4121,48.80%,4.1pp
Staunch Crewmate,U,U,23134,4.26,7773,4.77,39846,83.50%,60.20%,7025,63.70%,9683,61.50%,16708,62.40%,22316,58.40%,4.1pp
Zoyowa Lava-Tongue,BR,U,24481,4.91,3988,6.52,12011,52.20%,51.70%,2082,54.00%,3006,53.90%,5088,54.00%,6901,49.90%,4.0pp
Threefold Thunderhulk,,R,2223,1.32,1832,1.3,10092,93.80%,55.90%,1608,54.20%,2585,60.30%,4193,58.00%,5778,54.10%,3.8pp
Squirming Emergence,BG,R,6354,3.85,1016,4.89,2119,37.80%,49.50%,324,,542,54.40%,866,51.50%,1245,47.90%,3.6pp
"Kutzil, Malamet Exemplar",WG,U,23546,4.63,3996,5.94,12649,53.50%,55.30%,2211,59.00%,3028,56.30%,5239,57.50%,7336,53.90%,3.6pp
"Ojer Axonil, Deepest Might",R,M,1321,1.5,829,1.47,3931,80.70%,56.20%,656,59.30%,931,57.60%,1587,58.30%,2345,54.70%,3.6pp
Primordial Gnawer,B,C,88475,7.55,9451,11.01,13958,25.60%,52.20%,2214,52.20%,3679,55.40%,5893,54.20%,7994,50.70%,3.5pp
Visage of Dread,B,U,27821,4.14,5722,5.3,24057,73.10%,53.30%,4185,56.60%,6249,54.10%,10434,55.10%,13462,51.60%,3.5pp
Terror Tide,B,R,3387,2.02,1399,1.96,6051,75.80%,53.00%,1021,52.80%,1583,56.30%,2604,55.00%,3410,51.50%,3.4pp
Fanatical Offering,B,C,80284,6.29,10891,8.78,37025,58.80%,53.80%,6021,53.60%,9690,57.10%,15711,55.80%,21191,52.40%,3.4pp
Oltec Cloud Guard,W,C,57145,3.93,17548,4.73,94766,88.80%,58.60%,15875,59.50%,23225,61.30%,39100,60.60%,55372,57.20%,3.3pp
"Captain Storm, Cosmium Raider",UR,U,22412,4.44,7276,4.83,31495,71.60%,58.80%,5505,63.90%,7183,57.90%,12688,60.50%,18199,57.20%,3.3pp
Synapse Necromage,B,U,24369,4.44,4499,5.76,18839,72.30%,53.40%,3258,54.50%,4720,55.70%,7978,55.30%,10796,52.00%,3.3pp
Ray of Ruin,B,C,76503,5.81,9134,8.37,28944,55.40%,52.30%,4553,50.90%,7745,55.90%,12298,54.10%,16476,50.90%,3.2pp
Geological Appraiser,R,U,15802,2.87,6606,3.23,35707,88.60%,58.90%,5993,61.00%,8378,60.50%,14371,60.70%,21211,57.60%,3.1pp
Skullcap Snail,B,C,72667,5.29,12431,7.06,54931,76.70%,53.40%,9605,54.80%,13728,55.20%,23333,55.00%,31374,52.10%,2.9pp
"Abuelo, Ancestral Echo",WU,R,4095,2.54,1882,2.46,8286,73.60%,57.10%,1381,56.10%,2216,60.10%,3597,58.60%,4632,55.70%,2.9pp
Scampering Surveyor,,U,19626,3.34,5869,4.11,28038,81.20%,55.30%,4776,57.40%,6711,56.50%,11487,56.90%,16255,54.10%,2.7pp
Market Gnome,W,U,23865,4.32,5349,5.36,23357,73.30%,56.60%,4088,57.80%,5700,58.30%,9788,58.10%,13370,55.40%,2.7pp
Thrashing Brontodon,G,U,17753,3.12,4259,3.76,21772,85.60%,56.70%,3725,57.20%,5181,59.00%,8906,58.20%,12742,55.50%,2.7pp
Rampaging Spiketail,B,C,77886,5.81,9757,8.29,35755,63.90%,52.50%,6163,52.10%,9142,55.10%,15305,53.90%,20284,51.20%,2.7pp
Braided Net,U,R,4422,2.63,2053,2.69,10036,84.00%,56.30%,1676,55.10%,2933,59.10%,4609,57.60%,5562,55.00%,2.6pp
Cavern Stomper,G,C,75596,5.76,8982,8.21,33468,63.70%,55.60%,5135,55.50%,8065,58.30%,13200,57.20%,20038,54.60%,2.6pp
Another Chance,B,C,84921,6.85,11257,9.57,33968,52.50%,53.40%,5458,51.60%,8918,56.90%,14376,54.90%,19434,52.30%,2.6pp
Tarrian's Journal,B,R,3289,2.03,1460,2.02,6360,78.30%,51.60%,1129,50.50%,1676,54.70%,2805,53.00%,3515,50.40%,2.6pp
Petrify,W,C,55434,3.77,14254,4.82,75253,87.50%,57.80%,12812,57.40%,18508,60.50%,31320,59.20%,43645,56.70%,2.5pp
Dusk Rose Reliquary,W,U,18858,3.41,6120,4.01,31672,85.10%,58.00%,5115,58.10%,7930,60.20%,13045,59.40%,18353,56.90%,2.5pp
Waterwind Scout,U,C,57094,4.04,20442,4.69,112482,90.10%,59.30%,19793,60.20%,28653,61.00%,48446,60.70%,63252,58.20%,2.5pp
Dire Flail,R,R,3681,2.22,2095,2.15,10870,85.90%,58.00%,1793,59.40%,2464,59.30%,4257,59.30%,6536,56.90%,2.4pp
Lodestone Needle,U,U,27505,4.25,8736,4.98,44443,85.00%,58.40%,7524,55.80%,11384,62.20%,18908,59.60%,24623,57.20%,2.4pp
Stinging Cave Crawler,B,U,19694,3.48,4096,4.36,19769,84.30%,53.40%,3413,53.10%,5117,55.70%,8530,54.70%,11149,52.30%,2.4pp
Echo of Dusk,B,C,78796,5.93,9761,8.45,37164,66.10%,53.00%,6479,53.20%,9323,55.10%,15802,54.30%,21197,52.00%,2.3pp
Staggering Size,G,C,89148,7.74,9997,10.85,22395,37.90%,56.60%,3539,57.60%,5187,58.40%,8726,58.10%,13663,55.70%,2.3pp
Brass's Tunnel-Grinder,R,R,3588,2.16,1554,2.2,7124,80.10%,54.50%,1193,57.70%,1694,54.60%,2887,55.90%,4197,53.60%,2.3pp
Earthshaker Dreadmaw,G,U,17299,3.23,3700,3.84,17985,82.50%,55.80%,2839,55.90%,4331,57.70%,7170,57.00%,10660,54.70%,2.3pp
"Ojer Taq, Deepest Foundation",W,M,1122,1.41,736,1.38,3480,81.10%,55.10%,606,53.00%,831,58.80%,1437,56.40%,2041,54.10%,2.3pp
Echoing Deeps,,R,8807,4.82,1035,7.11,1478,25.10%,49.20%,226,,415,,641,50.40%,831,48.10%,2.3pp
Poison Dart Frog,G,C,56780,3.99,10276,5.11,51913,86.30%,55.70%,9448,59.20%,11362,55.30%,20810,57.10%,30863,54.80%,2.2pp
Hidden Necropolis,,B,73164,6.13,10111,8.65,46516,79.50%,53.40%,8233,55.40%,11916,54.00%,20149,54.60%,26163,52.40%,2.2pp
Mephitic Draught,B,C,84205,6.83,11002,9.51,27403,43.40%,52.40%,4802,52.70%,7129,54.10%,11931,53.50%,15365,51.40%,2.1pp
Miner's Guidewing,W,C,71999,5.2,16479,6.55,80540,80.10%,58.80%,14280,62.90%,17924,57.90%,32204,60.10%,48208,58.00%,2.1pp
Hoverstone Pilgrim,,U,34124,6.69,4541,9.53,7363,27.80%,53.50%,1200,52.00%,1885,56.30%,3085,54.60%,4176,52.50%,2.1pp
Deathcap Marionette,B,C,74771,5.54,11313,7.55,48241,73.50%,53.80%,8560,54.50%,11958,55.30%,20518,55.00%,27468,52.90%,2.1pp
Queen's Bay Paladin,B,R,4253,2.67,1264,2.71,3948,55.00%,50.90%,667,51.30%,1022,52.30%,1689,51.90%,2248,49.80%,2.1pp
Cenote Scout,G,U,21613,3.87,4594,4.82,21369,78.90%,56.30%,3913,59.70%,4731,55.80%,8644,57.60%,12614,55.50%,2.1pp
Out of Air,U,C,90128,8.07,12556,11.23,15030,20.30%,52.70%,2401,50.90%,3849,55.60%,6250,53.80%,8677,51.70%,2.1pp
Colossadactyl,G,U,17227,3.08,3826,3.77,19331,86.70%,55.70%,3148,57.20%,4711,56.80%,7859,57.00%,11340,54.90%,2.1pp
Jade Seedstones,G,U,32117,4.95,4512,6.85,15547,58.50%,55.00%,2332,54.10%,3875,57.40%,6207,56.20%,9300,54.10%,2.1pp
Dead Weight,B,C,61248,4.32,12804,5.54,59736,80.60%,53.50%,10386,53.30%,15301,55.40%,25687,54.60%,33773,52.60%,2.0pp
Tishana's Tidebinder,U,R,3903,2.26,1758,2.33,8435,82.70%,56.10%,1436,56.80%,2193,57.20%,3629,57.00%,4735,55.20%,1.9pp
Pathfinding Axejaw,G,C,62688,4.41,10177,5.87,51770,85.10%,56.50%,8697,58.00%,12618,57.30%,21315,57.60%,30155,55.70%,1.9pp
Bartolomé del Presidio,WB,U,25858,5.12,4294,6.63,13812,55.80%,52.80%,2399,53.80%,3518,53.80%,5917,53.80%,7889,52.00%,1.8pp
"Nicanzil, Current Conductor",UG,U,24829,5.07,3821,6.61,10260,47.20%,52.30%,1735,57.20%,2618,50.60%,4353,53.20%,5813,51.50%,1.7pp
Council of Echoes,U,U,25603,4.85,5331,6.14,19272,61.50%,54.90%,2967,52.00%,5099,57.80%,8066,55.70%,10990,54.00%,1.6pp
Caparocti Sunborn,WR,U,20087,3.89,6151,4.49,26621,72.80%,56.00%,4318,57.60%,6089,56.50%,10407,57.00%,16240,55.40%,1.6pp
Merfolk Cave-Diver,U,U,29800,6.24,4493,8.55,10433,39.80%,53.70%,1792,54.40%,2569,54.80%,4361,54.60%,6011,53.10%,1.6pp
Greedy Freebooter,B,C,82951,6.75,9268,9.83,24141,45.50%,51.70%,4279,54.70%,5882,51.00%,10161,52.60%,13891,51.00%,1.6pp
Huatli's Final Strike,G,C,63359,4.49,10509,5.86,52170,83.70%,56.20%,8249,55.00%,13194,58.50%,21443,57.10%,30622,55.60%,1.6pp
Master's Guide-Mural,WU,U,26582,4.14,8080,4.82,34444,71.20%,57.00%,5776,56.60%,8778,58.30%,14554,57.60%,19238,56.10%,1.5pp
The Belligerent,UR,R,4298,2.62,1943,2.62,8536,73.60%,57.00%,1453,59.20%,2063,56.70%,3516,57.70%,4899,56.30%,1.4pp
Malamet Battle Glyph,G,U,21063,3.75,4179,4.71,20229,81.80%,55.90%,3256,54.50%,4980,58.10%,8236,56.60%,11949,55.30%,1.3pp
Captivating Cave,,B,72074,5.76,9793,8.31,41558,72.90%,54.20%,7403,54.10%,10493,55.50%,17896,54.90%,23435,53.60%,1.3pp
Quicksand Whirlpool,W,C,72644,5.28,10797,7.53,41405,64.60%,55.50%,6850,54.70%,10278,57.20%,17128,56.20%,24079,55.00%,1.2pp
Inverted Iceberg,U,C,76036,5.99,17720,7.56,75038,70.30%,58.30%,13068,58.70%,18556,59.20%,31624,59.00%,42119,57.80%,1.2pp
Calamitous Cave-In,R,U,34046,7.18,4923,9.66,6398,22.30%,50.70%,1060,47.20%,1685,53.50%,2745,51.00%,3566,49.90%,1.2pp
Sunbird Standard,,U,38576,6.06,4680,8.86,8119,29.90%,51.80%,1494,51.90%,1904,52.90%,3398,52.40%,4661,51.30%,1.1pp
Kinjalli's Dawnrunner,W,U,19801,3.58,5671,4.3,28546,83.70%,57.40%,5028,58.20%,6837,57.80%,11865,58.00%,16638,57.00%,1.0pp
Guardian of the Great Door,W,U,18149,3.31,5999,3.83,31343,87.30%,56.70%,5208,57.10%,7853,57.30%,13061,57.20%,18269,56.30%,1.0pp
Diamond Pick-Axe,R,U,21914,4.03,5881,4.79,28133,80.30%,56.90%,4849,59.30%,6131,56.00%,10980,57.50%,16976,56.50%,0.9pp
Dreadmaw's Ire,R,U,21998,3.93,6540,4.77,31643,81.10%,57.30%,5213,57.10%,7149,58.40%,12362,57.90%,19206,57.00%,0.9pp
Panicked Altisaur,R,C,76978,5.88,9994,8.59,34015,57.80%,55.90%,5370,55.80%,8185,56.80%,13555,56.40%,20407,55.50%,0.9pp
Tinker's Tote,W,C,63084,4.45,17342,5.54,89783,86.10%,57.30%,15593,56.30%,21464,58.60%,37057,57.70%,52073,56.90%,0.8pp
Abrade,R,C,40002,2.81,16888,3.25,92265,91.40%,57.20%,15908,57.40%,21366,57.70%,37274,57.60%,54771,56.80%,0.7pp
Tendril of the Mycotyrant,G,U,23818,4.44,4260,5.61,19406,77.20%,56.10%,3415,56.10%,4417,56.70%,7832,56.50%,11433,55.80%,0.7pp
Explorer's Cache,G,U,27983,5.34,4179,7.16,13347,54.40%,55.70%,2247,58.10%,3074,54.70%,5321,56.20%,8008,55.40%,0.7pp
Confounding Riddle,U,U,27299,5.08,5659,6.63,20280,61.20%,54.80%,3370,53.10%,5168,56.60%,8538,55.20%,11613,54.50%,0.7pp
Promising Vein,,B,73799,6.01,9748,8.64,37181,66.10%,52.70%,6739,52.70%,9412,53.30%,16151,53.10%,20861,52.40%,0.7pp
Malamet Veteran,G,C,85109,6.95,8150,10.39,18055,38.30%,52.90%,2835,50.70%,4463,54.90%,7298,53.20%,10645,52.60%,0.7pp
Kutzil's Flanker,W,R,3366,1.95,1659,2,7947,84.10%,54.70%,1403,53.90%,1918,55.80%,3321,55.00%,4598,54.40%,0.6pp
Sunken Citadel,,R,5454,3.01,1233,3.6,5907,83.40%,53.80%,1068,55.90%,1406,52.90%,2474,54.20%,3405,53.60%,0.6pp
River Herald Guide,G,C,74485,5.57,10575,7.6,43969,71.20%,54.80%,7758,54.20%,10339,55.90%,18097,55.20%,25625,54.50%,0.6pp
Twists and Turns,G,U,28604,4.44,4668,5.76,16840,62.50%,53.90%,2772,52.80%,4303,55.20%,7075,54.30%,9736,53.70%,0.6pp
Tarrian's Soulcleaver,,R,3132,1.88,1103,1.82,5143,81.00%,52.50%,882,53.70%,1267,52.00%,2149,52.70%,2960,52.20%,0.6pp
Belligerent Yearling,R,U,16451,3.02,5308,3.49,28081,87.40%,58.10%,5100,60.00%,6227,57.10%,11327,58.40%,16708,57.90%,0.5pp
Didact Echo,U,C,89226,7.61,12481,10.7,21361,29.30%,52.70%,3357,50.10%,5737,54.60%,9094,53.00%,12080,52.50%,0.5pp
Fungal Fortitude,B,C,87826,7.59,8779,11.21,11446,22.70%,52.00%,1875,50.60%,2963,53.30%,4838,52.30%,6576,51.80%,0.4pp
